candidate_id,run_id,operation,execution_gas,standard_intrinsic,eip7623_floor,eip7623_total,eip7976_floor,eip7976_total,eip8311_floor,eip8311_total,tx_cap_margin,runtime_bytes,initcode_bytes,deployment_gas
C00/v03-baseline,v03-fixed-16,pool_b_execution,12304222,,,,,,,,,,,
C00/v03-baseline,v03-fixed-16,pool_b_standard_intrinsic,1699420,,,,,,,,,,,
C00/v03-baseline,v03-fixed-17,WITHDRAW_A,14965519,1681940,4173350,16647459,6703880,16647459,10045320,16647459,129757,7494,12867,0
C00/v03-baseline,v03-fixed-17,WITHDRAW_B,12211324,1664556,4129890,13875880,6634248,13875880,9940872,13875880,2901336,7494,12867,0
C00/v03-baseline,v03-fixed-17,pool_a_execution,14965519,,,,,,,,,,,
C00/v03-baseline,v03-fixed-17,pool_a_standard_intrinsic,1681940,,,,,,,,,,,
C00/v03-baseline,v03-fixed-17,pool_b_execution,12211324,,,,,,,,,,,
C00/v03-baseline,v03-fixed-17,pool_b_standard_intrinsic,1664556,,,,,,,,,,,
C00/v03-baseline,v03-fixed-18,WITHDRAW_A,15203830,1749440,4342100,16953270,6974216,16953270,10450824,16953270,-176054,7494,12867,0
C00/v03-baseline,v03-fixed-18,WITHDRAW_B,12160166,1671012,4146030,13831178,6658824,13831178,9977736,13831178,2946038,7494,12867,0
C00/v03-baseline,v03-fixed-18,pool_a_execution,15203830,,,,,,,,,,,
C00/v03-baseline,v03-fixed-18,pool_a_standard_intrinsic,1749440,,,,,,,,,,,
C00/v03-baseline,v03-fixed-18,pool_b_execution,12160166,,,,,,,,,,,
C00/v03-baseline,v03-fixed-18,pool_b_standard_intrinsic,1671012,,,,,,,,,,,
C00/v03-baseline,v03-fixed-19,WITHDRAW_A,14643477,1536204,3809010,16179681,6118152,16179681,9166728,16179681,597535,7494,12867,0
C00/v03-baseline,v03-fixed-19,WITHDRAW_B,12383062,1726648,4285120,14109710,6884104,14109710,10315656,14109710,2667506,7494,12867,0
C00/v03-baseline,v03-fixed-19,pool_a_execution,14643477,,,,,,,,,,,
C00/v03-baseline,v03-fixed-19,pool_a_standard_intrinsic,1536204,,,,,,,,,,,
C00/v03-baseline,v03-fixed-19,pool_b_execution,12383062,,,,,,,,,,,
C00/v03-baseline,v03-fixed-19,pool_b_standard_intrinsic,1726648,,,,,,,,,,,
C00/v03-baseline,v03-fixed-20,WITHDRAW_A,14927251,1655848,4108120,16583099,6601480,16583099,9891720,16583099,194117,7494,12867,0
C00/v03-baseline,v03-fixed-20,WITHDRAW_B,12043679,1595528,3957320,13639207,6359816,13639207,9529224,13639207,3138009,7494,12867,0
C00/v03-baseline,v03-fixed-20,pool_a_execution,14927251,,,,,,,,,,,
C00/v03-baseline,v03-fixed-20,pool_a_standard_intrinsic,1655848,,,,,,,,,,,
C00/v03-baseline,v03-fixed-20,pool_b_execution,12043679,,,,,,,,,,,
C00/v03-baseline,v03-fixed-20,pool_b_standard_intrinsic,1595528,,,,,,,,,,,
C00/v03-baseline,v03-fixed-21,WITHDRAW_A,15036168,1731588,4297470,16767756,6904584,16767756,10346376,16767756,9460,7494,12867,0
C00/v03-baseline,v03-fixed-21,WITHDRAW_B,12293397,1720828,4270570,14014225,6859528,14014225,10278792,14014225,2762991,7494,12867,0
C00/v03-baseline,v03-fixed-21,pool_a_execution,15036168,,,,,,,,,,,
C00/v03-baseline,v03-fixed-21,pool_a_standard_intrinsic,1731588,,,,,,,,,,,
C00/v03-baseline,v03-fixed-21,pool_b_execution,12293397,,,,,,,,,,,
C00/v03-baseline,v03-fixed-21,pool_b_standard_intrinsic,1720828,,,,,,,,,,,
C00/v03-baseline,v03-fixed-22,WITHDRAW_A,15018881,1699456,4217140,16718337,6773512,16718337,10149768,16718337,58879,7494,12867,0
C00/v03-baseline,v03-fixed-22,WITHDRAW_B,12228685,1685108,4181270,13913793,6716168,13913793,10063752,13913793,2863423,7494,12867,0
C00/v03-baseline,v03-fixed-22,pool_a_execution,15018881,,,,,,,,,,,
C00/v03-baseline,v03-fixed-22,pool_a_standard_intrinsic,1699456,,,,,,,,,,,
C00/v03-baseline,v03-fixed-22,pool_b_execution,12228685,,,,,,,,,,,
C00/v03-baseline,v03-fixed-22,pool_b_standard_intrinsic,1685108,,,,,,,,,,,
C00/v03-baseline,v03-fixed-23,WITHDRAW_A,15007139,1698360,4214400,16705499,6769416,16705499,10143624,16705499,71717,7494,12867,0
C00/v03-baseline,v03-fixed-23,WITHDRAW_B,12141808,1647292,4086730,13789100,6564616,13789100,9836424,13789100,2988116,7494,12867,0
C00/v03-baseline,v03-fixed-23,pool_a_execution,15007139,,,,,,,,,,,
C00/v03-baseline,v03-fixed-23,pool_a_standard_intrinsic,1698360,,,,,,,,,,,
C00/v03-baseline,v03-fixed-23,pool_b_execution,12141808,,,,,,,,,,,
C00/v03-baseline,v03-fixed-23,pool_b_standard_intrinsic,1647292,,,,,,,,,,,
C00/v03-baseline,v03-fixed-24,WITHDRAW_A,14960473,1654316,4104290,16614789,6593288,16614789,9879432,16614789,162427,7494,12867,0
C00/v03-baseline,v03-fixed-24,WITHDRAW_B,12130546,1625704,4032760,13756250,6478600,13756250,9707400,13756250,3020966,7494,12867,0
C00/v03-baseline,v03-fixed-24,pool_a_execution,14960473,,,,,,,,,,,
C00/v03-baseline,v03-fixed-24,pool_a_standard_intrinsic,1654316,,,,,,,,,,,
C00/v03-baseline,v03-fixed-24,pool_b_execution,12130546,,,,,,,,,,,
C00/v03-baseline,v03-fixed-24,pool_b_standard_intrinsic,1625704,,,,,,,,,,,
C00/v03-baseline,v03-fixed-25,WITHDRAW_A,14951083,1698264,4214160,16649347,6769416,16649347,10143624,16649347,127869,7494,12867,0
C00/v03-baseline,v03-fixed-25,WITHDRAW_B,12161501,1662748,4125370,13824249,6626056,13824249,9928584,13824249,2952967,7494,12867,0
C00/v03-baseline,v03-fixed-25,pool_a_execution,14951083,,,,,,,,,,,
C00/v03-baseline,v03-fixed-25,pool_a_standard_intrinsic,1698264,,,,,,,,,,,
C00/v03-baseline,v03-fixed-25,pool_b_execution,12161501,,,,,,,,,,,
C00/v03-baseline,v03-fixed-25,pool_b_standard_intrinsic,1662748,,,,,,,,,,,
C00/v03-baseline,v03-fixed-26,WITHDRAW_A,14968519,1685568,4182420,16654087,6720264,16654087,10069896,16654087,123129,7494,12867,0
C00/v03-baseline,v03-fixed-26,WITHDRAW_B,12302782,1719840,4268100,14022622,6855432,14022622,10272648,14022622,2754594,7494,12867,0
C00/v03-baseline,v03-fixed-26,pool_a_execution,14968519,,,,,,,,,,,
C00/v03-baseline,v03-fixed-26,pool_a_standard_intrinsic,1685568,,,,,,,,,,,
C00/v03-baseline,v03-fixed-26,pool_b_execution,12302782,,,,,,,,,,,
C00/v03-baseline,v03-fixed-26,pool_b_standard_intrinsic,1719840,,,,,,,,,,,
C00/v03-baseline,v03-fixed-27,WITHDRAW_A,14793721,1612164,3998910,16405885,6425352,16405885,9627528,16405885,371331,7494,12867,0
C00/v03-baseline,v03-fixed-27,WITHDRAW_B,12313850,1693000,4201000,14006850,6748936,14006850,10112904,14006850,2770366,7494,12867,0
C00/v03-baseline,v03-fixed-27,pool_a_execution,14793721,,,,,,,,,,,
C00/v03-baseline,v03-fixed-27,pool_a_standard_intrinsic,1612164,,,,,,,,,,,
C00/v03-baseline,v03-fixed-27,pool_b_execution,12313850,,,,,,,,,,,
C00/v03-baseline,v03-fixed-27,pool_b_standard_intrinsic,1693000,,,,,,,,,,,
C00/v03-baseline,v03-fixed-28,WITHDRAW_A,15205581,1740852,4320630,16946433,6941448,16946433,10401672,16946433,-169217,7494,12867,0
C00/v03-baseline,v03-fixed-28,WITHDRAW_B,12277102,1693300,4201750,13970402,6748936,13970402,10112904,13970402,2806814,7494,12867,0
C00/v03-baseline,v03-fixed-28,pool_a_execution,15205581,,,,,,,,,,,
C00/v03-baseline,v03-fixed-28,pool_a_standard_intrinsic,1740852,,,,,,,,,,,
C00/v03-baseline,v03-fixed-28,pool_b_execution,12277102,,,,,,,,,,,
C00/v03-baseline,v03-fixed-28,pool_b_standard_intrinsic,1693300,,,,,,,,,,,
C00/v03-baseline,v03-fixed-29,WITHDRAW_A,14975489,1681036,4171090,16656525,6699784,16656525,10039176,16656525,120691,7494,12867,0
C00/v03-baseline,v03-fixed-29,WITHDRAW_B,12100242,1655460,4107150,13755702,6597384,13755702,9885576,13755702,3021514,7494,12867,0
C00/v03-baseline,v03-fixed-29,pool_a_execution,14975489,,,,,,,,,,,
C00/v03-baseline,v03-fixed-29,pool_a_standard_intrinsic,1681036,,,,,,,,,,,
C00/v03-baseline,v03-fixed-29,pool_b_execution,12100242,,,,,,,,,,,
C00/v03-baseline,v03-fixed-29,pool_b_standard_intrinsic,1655460,,,,,,,,,,,
C00/v03-baseline,v03-fixed-30,WITHDRAW_A,14821960,1602044,3973610,16424004,6384392,16424004,9566088,16424004,353212,7494,12867,0
C00/v03-baseline,v03-fixed-30,WITHDRAW_B,12366607,1740428,4319570,14107035,6937352,14107035,10395528,14107035,2670181,7494,12867,0
C00/v03-baseline,v03-fixed-30,pool_a_execution,14821960,,,,,,,,,,,
C00/v03-baseline,v03-fixed-30,pool_a_standard_intrinsic,1602044,,,,,,,,,,,
C00/v03-baseline,v03-fixed-30,pool_b_execution,12366607,,,,,,,,,,,
C00/v03-baseline,v03-fixed-30,pool_b_standard_intrinsic,1740428,,,,,,,,,,,
