candidate_id,run_id,operation,execution_gas,standard_intrinsic,eip7623_floor,eip7623_total,eip7976_floor,eip7976_total,eip8311_floor,eip8311_total,tx_cap_margin,runtime_bytes,initcode_bytes,deployment_gas
C00/v03-baseline,v03-corpus-04,WITHDRAW_A,14926940,1689156,4191390,16616096,6732552,16616096,10088328,16616096,161120,7494,12867,0
C00/v03-baseline,v03-corpus-04,WITHDRAW_B,12257047,1672036,4148590,13929083,6662920,13929083,9983880,13929083,2848133,7494,12867,0
C00/v03-baseline,v03-corpus-04,pool_a_execution,14926940,,,,,,,,,,,
C00/v03-baseline,v03-corpus-04,pool_a_standard_intrinsic,1689156,,,,,,,,,,,
C00/v03-baseline,v03-corpus-04,pool_b_execution,12257047,,,,,,,,,,,
C00/v03-baseline,v03-corpus-04,pool_b_standard_intrinsic,1672036,,,,,,,,,,,
C00/v03-baseline,v03-corpus-05,WITHDRAW_A,14848937,1657724,4112810,16506661,6605576,16506661,9897864,16506661,270555,7494,12867,0
C00/v03-baseline,v03-corpus-05,WITHDRAW_B,12405243,1718720,4265300,14123963,6851336,14123963,10266504,14123963,2653253,7494,12867,0
C00/v03-baseline,v03-corpus-05,pool_a_execution,14848937,,,,,,,,,,,
C00/v03-baseline,v03-corpus-05,pool_a_standard_intrinsic,1657724,,,,,,,,,,,
C00/v03-baseline,v03-corpus-05,pool_b_execution,12405243,,,,,,,,,,,
C00/v03-baseline,v03-corpus-05,pool_b_standard_intrinsic,1718720,,,,,,,,,,,
C00/v03-baseline,v03-corpus-06,WITHDRAW_A,15007383,1701324,4221810,16708707,6781704,16708707,10162056,16708707,68509,7494,12867,0
C00/v03-baseline,v03-corpus-06,WITHDRAW_B,12368028,1740296,4319240,14108324,6937352,14108324,10395528,14108324,2668892,7494,12867,0
C00/v03-baseline,v03-corpus-06,pool_a_execution,15007383,,,,,,,,,,,
C00/v03-baseline,v03-corpus-06,pool_a_standard_intrinsic,1701324,,,,,,,,,,,
C00/v03-baseline,v03-corpus-06,pool_b_execution,12368028,,,,,,,,,,,
C00/v03-baseline,v03-corpus-06,pool_b_standard_intrinsic,1740296,,,,,,,,,,,
C00/v03-baseline,v03-corpus-07,WITHDRAW_A,14863860,1650496,4094740,16514356,6576904,16514356,9854856,16514356,262860,7494,12867,0
C00/v03-baseline,v03-corpus-07,WITHDRAW_B,12280979,1682012,4173530,13962991,6703880,13962991,10045320,13962991,2814225,7494,12867,0
C00/v03-baseline,v03-corpus-07,pool_a_execution,14863860,,,,,,,,,,,
C00/v03-baseline,v03-corpus-07,pool_a_standard_intrinsic,1650496,,,,,,,,,,,
C00/v03-baseline,v03-corpus-07,pool_b_execution,12280979,,,,,,,,,,,
C00/v03-baseline,v03-corpus-07,pool_b_standard_intrinsic,1682012,,,,,,,,,,,
C00/v03-baseline,v03-corpus-08,WITHDRAW_A,15032022,1735296,4306740,16767318,6916872,16767318,10364808,16767318,9898,7494,12867,0
C00/v03-baseline,v03-corpus-08,WITHDRAW_B,12339973,1718744,4265360,14058717,6851336,14058717,10266504,14058717,2718499,7494,12867,0
C00/v03-baseline,v03-corpus-08,pool_a_execution,15032022,,,,,,,,,,,
C00/v03-baseline,v03-corpus-08,pool_a_standard_intrinsic,1735296,,,,,,,,,,,
C00/v03-baseline,v03-corpus-08,pool_b_execution,12339973,,,,,,,,,,,
C00/v03-baseline,v03-corpus-08,pool_b_standard_intrinsic,1718744,,,,,,,,,,,
C00/v03-baseline,v03-corpus-09,WITHDRAW_A,15072290,1698808,4215520,16771098,6773512,16771098,10149768,16771098,6118,7494,12867,0
C00/v03-baseline,v03-corpus-09,WITHDRAW_B,12181406,1630992,4045980,13812398,6499080,13812398,9738120,13812398,2964818,7494,12867,0
C00/v03-baseline,v03-corpus-09,pool_a_execution,15072290,,,,,,,,,,,
C00/v03-baseline,v03-corpus-09,pool_a_standard_intrinsic,1698808,,,,,,,,,,,
C00/v03-baseline,v03-corpus-09,pool_b_execution,12181406,,,,,,,,,,,
C00/v03-baseline,v03-corpus-09,pool_b_standard_intrinsic,1630992,,,,,,,,,,,
C00/v03-baseline,v03-corpus-10,WITHDRAW_A,15057923,1691120,4196300,16749043,6740744,16749043,10100616,16749043,28173,7494,12867,0
C00/v03-baseline,v03-corpus-10,WITHDRAW_B,12324303,1684252,4179130,14008555,6712072,14008555,10057608,14008555,2768661,7494,12867,0
C00/v03-baseline,v03-corpus-10,pool_a_execution,15057923,,,,,,,,,,,
C00/v03-baseline,v03-corpus-10,pool_a_standard_intrinsic,1691120,,,,,,,,,,,
C00/v03-baseline,v03-corpus-10,pool_b_execution,12324303,,,,,,,,,,,
C00/v03-baseline,v03-corpus-10,pool_b_standard_intrinsic,1684252,,,,,,,,,,,
C00/v03-baseline,v03-corpus-11,WITHDRAW_A,14972421,1705636,4232590,16678057,6798088,16678057,10186632,16678057,99159,7494,12867,0
C00/v03-baseline,v03-corpus-11,WITHDRAW_B,12176301,1666144,4133860,13842445,6638344,13842445,9947016,13842445,2934771,7494,12867,0
C00/v03-baseline,v03-corpus-11,pool_a_execution,14972421,,,,,,,,,,,
C00/v03-baseline,v03-corpus-11,pool_a_standard_intrinsic,1705636,,,,,,,,,,,
C00/v03-baseline,v03-corpus-11,pool_b_execution,12176301,,,,,,,,,,,
C00/v03-baseline,v03-corpus-11,pool_b_standard_intrinsic,1666144,,,,,,,,,,,
C00/v03-baseline,v03-corpus-12,WITHDRAW_A,14758480,1613668,4002670,16372148,6429448,16372148,9633672,16372148,405068,7494,12867,0
C00/v03-baseline,v03-corpus-12,WITHDRAW_B,12202465,1669964,4143410,13872429,6654728,13872429,9971592,13872429,2904787,7494,12867,0
C00/v03-baseline,v03-corpus-12,pool_a_execution,14758480,,,,,,,,,,,
C00/v03-baseline,v03-corpus-12,pool_a_standard_intrinsic,1613668,,,,,,,,,,,
C00/v03-baseline,v03-corpus-12,pool_b_execution,12202465,,,,,,,,,,,
C00/v03-baseline,v03-corpus-12,pool_b_standard_intrinsic,1669964,,,,,,,,,,,
C00/v03-baseline,v03-corpus-13,WITHDRAW_A,15056479,1721684,4272710,16778163,6863624,16778163,10284936,16778163,-947,7494,12867,0
C00/v03-baseline,v03-corpus-13,WITHDRAW_B,12318800,1701708,4222770,14020508,6781704,14020508,10162056,14020508,2756708,7494,12867,0
C00/v03-baseline,v03-corpus-13,pool_a_execution,15056479,,,,,,,,,,,
C00/v03-baseline,v03-corpus-13,pool_a_standard_intrinsic,1721684,,,,,,,,,,,
C00/v03-baseline,v03-corpus-13,pool_b_execution,12318800,,,,,,,,,,,
C00/v03-baseline,v03-corpus-13,pool_b_standard_intrinsic,1701708,,,,,,,,,,,
C00/v03-baseline,v03-corpus-14,WITHDRAW_A,15006321,1682820,4175550,16689141,6707976,16689141,10051464,16689141,88075,7494,12867,0
C00/v03-baseline,v03-corpus-14,WITHDRAW_B,12168471,1668784,4140460,13837255,6650632,13837255,9965448,13837255,2939961,7494,12867,0
C00/v03-baseline,v03-corpus-14,pool_a_execution,15006321,,,,,,,,,,,
C00/v03-baseline,v03-corpus-14,pool_a_standard_intrinsic,1682820,,,,,,,,,,,
C00/v03-baseline,v03-corpus-14,pool_b_execution,12168471,,,,,,,,,,,
C00/v03-baseline,v03-corpus-14,pool_b_standard_intrinsic,1668784,,,,,,,,,,,
C00/v03-baseline,v03-corpus-15,WITHDRAW_A,15045124,1710708,4245270,16755832,6818568,16755832,10217352,16755832,21384,7494,12867,0
C00/v03-baseline,v03-corpus-15,WITHDRAW_B,12166480,1665688,4132720,13832168,6638344,13832168,9947016,13832168,2945048,7494,12867,0
C00/v03-baseline,v03-corpus-15,pool_a_execution,15045124,,,,,,,,,,,
C00/v03-baseline,v03-corpus-15,pool_a_standard_intrinsic,1710708,,,,,,,,,,,
C00/v03-baseline,v03-corpus-15,pool_b_execution,12166480,,,,,,,,,,,
C00/v03-baseline,v03-corpus-15,pool_b_standard_intrinsic,1665688,,,,,,,,,,,
C00/v03-baseline,v03-corpus-16,WITHDRAW_A,14936028,1668616,4140040,16604644,6650632,16604644,9965448,16604644,172572,7494,12867,0
C00/v03-baseline,v03-corpus-16,WITHDRAW_B,12329293,1751056,4346140,14080349,6982408,14080349,10463112,14080349,2696867,7494,12867,0
C00/v03-baseline,v03-corpus-16,pool_a_execution,14936028,,,,,,,,,,,
C00/v03-baseline,v03-corpus-16,pool_a_standard_intrinsic,1668616,,,,,,,,,,,
C00/v03-baseline,v03-corpus-16,pool_b_execution,12329293,,,,,,,,,,,
C00/v03-baseline,v03-corpus-16,pool_b_standard_intrinsic,1751056,,,,,,,,,,,
C00/v03-baseline,v03-corpus-17,WITHDRAW_A,14786753,1634064,4053660,16420817,6511368,16420817,9756552,16420817,356399,7494,12867,0
C00/v03-baseline,v03-corpus-17,WITHDRAW_B,12241083,1660604,4120010,13901687,6617864,13901687,9916296,13901687,2875529,7494,12867,0
C00/v03-baseline,v03-corpus-17,pool_a_execution,14786753,,,,,,,,,,,
C00/v03-baseline,v03-corpus-17,pool_a_standard_intrinsic,1634064,,,,,,,,,,,
C00/v03-baseline,v03-corpus-17,pool_b_execution,12241083,,,,,,,,,,,
C00/v03-baseline,v03-corpus-17,pool_b_standard_intrinsic,1660604,,,,,,,,,,,
C00/v03-baseline,v03-corpus-18,WITHDRAW_A,14990419,1709612,4242530,16700031,6814472,16700031,10211208,16700031,77185,7494,12867,0
C00/v03-baseline,v03-corpus-18,WITHDRAW_B,12217085,1705444,4232110,13922529,6798088,13922529,10186632,13922529,2854687,7494,12867,0
C00/v03-baseline,v03-corpus-18,pool_a_execution,14990419,,,,,,,,,,,
C00/v03-baseline,v03-corpus-18,pool_a_standard_intrinsic,1709612,,,,,,,,,,,
C00/v03-baseline,v03-corpus-18,pool_b_execution,12217085,,,,,,,,,,,
C00/v03-baseline,v03-corpus-18,pool_b_standard_intrinsic,1705444,,,,,,,,,,,
C00/v03-baseline,v03-corpus-19,WITHDRAW_A,14910486,1670664,4145160,16581150,6658824,16581150,9977736,16581150,196066,7494,12867,0
C00/v03-baseline,v03-corpus-19,WITHDRAW_B,12189491,1676868,4160670,13866359,6683400,13866359,10014600,13866359,2910857,7494,12867,0
C00/v03-baseline,v03-corpus-19,pool_a_execution,14910486,,,,,,,,,,,
C00/v03-baseline,v03-corpus-19,pool_a_standard_intrinsic,1670664,,,,,,,,,,,
C00/v03-baseline,v03-corpus-19,pool_b_execution,12189491,,,,,,,,,,,
C00/v03-baseline,v03-corpus-19,pool_b_standard_intrinsic,1676868,,,,,,,,,,,
C00/v03-baseline,v03-corpus-20,WITHDRAW_A,15021113,1716528,4259820,16737641,6843144,16737641,10254216,16737641,39575,7494,12867,0
C00/v03-baseline,v03-corpus-20,WITHDRAW_B,12395090,1725660,4282650,14120750,6880008,14120750,10309512,14120750,2656466,7494,12867,0
C00/v03-baseline,v03-corpus-20,pool_a_execution,15021113,,,,,,,,,,,
C00/v03-baseline,v03-corpus-20,pool_a_standard_intrinsic,1716528,,,,,,,,,,,
C00/v03-baseline,v03-corpus-20,pool_b_execution,12395090,,,,,,,,,,,
C00/v03-baseline,v03-corpus-20,pool_b_standard_intrinsic,1725660,,,,,,,,,,,
C00/v03-baseline,v03-corpus-21,WITHDRAW_A,14823672,1621260,4021650,16444932,6462216,16444932,9682824,16444932,332284,7494,12867,0
C00/v03-baseline,v03-corpus-21,WITHDRAW_B,12338033,1696916,4210790,14034949,6765320,14034949,10137480,14034949,2742267,7494,12867,0
C00/v03-baseline,v03-corpus-21,pool_a_execution,14823672,,,,,,,,,,,
C00/v03-baseline,v03-corpus-21,pool_a_standard_intrinsic,1621260,,,,,,,,,,,
C00/v03-baseline,v03-corpus-21,pool_b_execution,12338033,,,,,,,,,,,
C00/v03-baseline,v03-corpus-21,pool_b_standard_intrinsic,1696916,,,,,,,,,,,
C00/v03-baseline,v03-corpus-22,WITHDRAW_A,14792012,1608164,3988910,16400176,6408968,16400176,9602952,16400176,377040,7494,12867,0
C00/v03-baseline,v03-corpus-22,WITHDRAW_B,12379925,1726936,4285840,14106861,6884104,14106861,10315656,14106861,2670355,7494,12867,0
C00/v03-baseline,v03-corpus-22,pool_a_execution,14792012,,,,,,,,,,,
C00/v03-baseline,v03-corpus-22,pool_a_standard_intrinsic,1608164,,,,,,,,,,,
C00/v03-baseline,v03-corpus-22,pool_b_execution,12379925,,,,,,,,,,,
C00/v03-baseline,v03-corpus-22,pool_b_standard_intrinsic,1726936,,,,,,,,,,,
C00/v03-baseline,v03-corpus-23,WITHDRAW_A,14873074,1629500,4042250,16502574,6494984,16502574,9731976,16502574,274642,7494,12867,0
C00/v03-baseline,v03-corpus-23,WITHDRAW_B,12330988,1710240,4244100,14041228,6818568,14041228,10217352,14041228,2735988,7494,12867,0
C00/v03-baseline,v03-corpus-23,pool_a_execution,14873074,,,,,,,,,,,
C00/v03-baseline,v03-corpus-23,pool_a_standard_intrinsic,1629500,,,,,,,,,,,
C00/v03-baseline,v03-corpus-23,pool_b_execution,12330988,,,,,,,,,,,
C00/v03-baseline,v03-corpus-23,pool_b_standard_intrinsic,1710240,,,,,,,,,,,
C00/v03-baseline,v03-corpus-24,WITHDRAW_A,14919694,1677796,4162990,16597490,6687496,16597490,10020744,16597490,179726,7494,12867,0
C00/v03-baseline,v03-corpus-24,WITHDRAW_B,12331313,1718200,4264000,14049513,6847240,14049513,10260360,14049513,2727703,7494,12867,0
C00/v03-baseline,v03-corpus-24,pool_a_execution,14919694,,,,,,,,,,,
C00/v03-baseline,v03-corpus-24,pool_a_standard_intrinsic,1677796,,,,,,,,,,,
C00/v03-baseline,v03-corpus-24,pool_b_execution,12331313,,,,,,,,,,,
C00/v03-baseline,v03-corpus-24,pool_b_standard_intrinsic,1718200,,,,,,,,,,,
C00/v03-baseline,v03-corpus-25,WITHDRAW_A,15032463,1715624,4257560,16748087,6839048,16748087,10248072,16748087,29129,7494,12867,0
C00/v03-baseline,v03-corpus-25,WITHDRAW_B,12265265,1678144,4163860,13943409,6687496,13943409,10020744,13943409,2833807,7494,12867,0
C00/v03-baseline,v03-corpus-25,pool_a_execution,15032463,,,,,,,,,,,
C00/v03-baseline,v03-corpus-25,pool_a_standard_intrinsic,1715624,,,,,,,,,,,
C00/v03-baseline,v03-corpus-25,pool_b_execution,12265265,,,,,,,,,,,
C00/v03-baseline,v03-corpus-25,pool_b_standard_intrinsic,1678144,,,,,,,,,,,
C00/v03-baseline,v03-corpus-26,WITHDRAW_A,15048354,1730432,4294580,16778786,6900488,16778786,10340232,16778786,-1570,7494,12867,0
C00/v03-baseline,v03-corpus-26,WITHDRAW_B,12311556,1715516,4257290,14027072,6839048,14027072,10248072,14027072,2750144,7494,12867,0
C00/v03-baseline,v03-corpus-26,pool_a_execution,15048354,,,,,,,,,,,
C00/v03-baseline,v03-corpus-26,pool_a_standard_intrinsic,1730432,,,,,,,,,,,
C00/v03-baseline,v03-corpus-26,pool_b_execution,12311556,,,,,,,,,,,
C00/v03-baseline,v03-corpus-26,pool_b_standard_intrinsic,1715516,,,,,,,,,,,
C00/v03-baseline,v03-corpus-27,WITHDRAW_A,15023480,1694312,4204280,16717792,6753032,16717792,10119048,16717792,59424,7494,12867,0
C00/v03-baseline,v03-corpus-27,WITHDRAW_B,12387638,1718492,4264730,14106130,6851336,14106130,10266504,14106130,2671086,7494,12867,0
C00/v03-baseline,v03-corpus-27,pool_a_execution,15023480,,,,,,,,,,,
C00/v03-baseline,v03-corpus-27,pool_a_standard_intrinsic,1694312,,,,,,,,,,,
C00/v03-baseline,v03-corpus-27,pool_b_execution,12387638,,,,,,,,,,,
C00/v03-baseline,v03-corpus-27,pool_b_standard_intrinsic,1718492,,,,,,,,,,,
C00/v03-baseline,v03-corpus-28,WITHDRAW_A,15001663,1702276,4224190,16703939,6785800,16703939,10168200,16703939,73277,7494,12867,0
C00/v03-baseline,v03-corpus-28,WITHDRAW_B,12246198,1705880,4233200,13952078,6802184,13952078,10192776,13952078,2825138,7494,12867,0
C00/v03-baseline,v03-corpus-28,pool_a_execution,15001663,,,,,,,,,,,
C00/v03-baseline,v03-corpus-28,pool_a_standard_intrinsic,1702276,,,,,,,,,,,
C00/v03-baseline,v03-corpus-28,pool_b_execution,12246198,,,,,,,,,,,
C00/v03-baseline,v03-corpus-28,pool_b_standard_intrinsic,1705880,,,,,,,,,,,
C00/v03-baseline,v03-corpus-29,WITHDRAW_A,15127429,1717696,4262740,16845125,6847240,16845125,10260360,16845125,-67909,7494,12867,0
C00/v03-baseline,v03-corpus-29,WITHDRAW_B,12286740,1688408,4189520,13975148,6728456,13975148,10082184,13975148,2802068,7494,12867,0
C00/v03-baseline,v03-corpus-29,pool_a_execution,15127429,,,,,,,,,,,
C00/v03-baseline,v03-corpus-29,pool_a_standard_intrinsic,1717696,,,,,,,,,,,
C00/v03-baseline,v03-corpus-29,pool_b_execution,12286740,,,,,,,,,,,
C00/v03-baseline,v03-corpus-29,pool_b_standard_intrinsic,1688408,,,,,,,,,,,
C00/v03-baseline,v03-corpus-30,WITHDRAW_A,14852250,1663532,4127330,16515782,6630152,16515782,9934728,16515782,261434,7494,12867,0
C00/v03-baseline,v03-corpus-30,WITHDRAW_B,12361262,1770004,4393510,14131266,7056136,14131266,10573704,14131266,2645950,7494,12867,0
C00/v03-baseline,v03-corpus-30,pool_a_execution,14852250,,,,,,,,,,,
C00/v03-baseline,v03-corpus-30,pool_a_standard_intrinsic,1663532,,,,,,,,,,,
C00/v03-baseline,v03-corpus-30,pool_b_execution,12361262,,,,,,,,,,,
C00/v03-baseline,v03-corpus-30,pool_b_standard_intrinsic,1770004,,,,,,,,,,,
C00/v03-baseline,v03-fixed-01,WITHDRAW_A,14992384,1749728,4342820,16742112,6974216,16742112,10450824,16742112,35104,7494,12867,0
C00/v03-baseline,v03-fixed-01,WITHDRAW_B,12264792,1678964,4165910,13943756,6691592,13943756,10026888,13943756,2833460,7494,12867,0
C00/v03-baseline,v03-fixed-01,pool_a_execution,14992384,,,,,,,,,,,
C00/v03-baseline,v03-fixed-01,pool_a_standard_intrinsic,1749728,,,,,,,,,,,
C00/v03-baseline,v03-fixed-01,pool_b_execution,12264792,,,,,,,,,,,
C00/v03-baseline,v03-fixed-01,pool_b_standard_intrinsic,1678964,,,,,,,,,,,
C00/v03-baseline,v03-fixed-02,WITHDRAW_A,15102422,1718900,4265750,16821322,6851336,16821322,10266504,16821322,-44106,7494,12867,0
C00/v03-baseline,v03-fixed-02,WITHDRAW_B,12172551,1648136,4088840,13820687,6568712,13820687,9842568,13820687,2956529,7494,12867,0
C00/v03-baseline,v03-fixed-02,pool_a_execution,15102422,,,,,,,,,,,
C00/v03-baseline,v03-fixed-02,pool_a_standard_intrinsic,1718900,,,,,,,,,,,
C00/v03-baseline,v03-fixed-02,pool_b_execution,12172551,,,,,,,,,,,
C00/v03-baseline,v03-fixed-02,pool_b_standard_intrinsic,1648136,,,,,,,,,,,
C00/v03-baseline,v03-fixed-03,WITHDRAW_A,15125882,1758836,4365590,16884718,7011080,16884718,10506120,16884718,-107502,7494,12867,0
C00/v03-baseline,v03-fixed-03,WITHDRAW_B,12243567,1671084,4146210,13914651,6658824,13914651,9977736,13914651,2862565,7494,12867,0
C00/v03-baseline,v03-fixed-03,pool_a_execution,15125882,,,,,,,,,,,
C00/v03-baseline,v03-fixed-03,pool_a_standard_intrinsic,1758836,,,,,,,,,,,
C00/v03-baseline,v03-fixed-03,pool_b_execution,12243567,,,,,,,,,,,
C00/v03-baseline,v03-fixed-03,pool_b_standard_intrinsic,1671084,,,,,,,,,,,
C00/v03-baseline,v03-fixed-04,WITHDRAW_A,14990555,1697132,4211330,16687687,6765320,16687687,10137480,16687687,89529,7494,12867,0
C00/v03-baseline,v03-fixed-04,WITHDRAW_B,12424944,1727492,4287230,14152436,6888200,14152436,10321800,14152436,2624780,7494,12867,0
C00/v03-baseline,v03-fixed-04,pool_a_execution,14990555,,,,,,,,,,,
C00/v03-baseline,v03-fixed-04,pool_a_standard_intrinsic,1697132,,,,,,,,,,,
C00/v03-baseline,v03-fixed-04,pool_b_execution,12424944,,,,,,,,,,,
C00/v03-baseline,v03-fixed-04,pool_b_standard_intrinsic,1727492,,,,,,,,,,,
C00/v03-baseline,v03-fixed-05,WITHDRAW_A,14917889,1650632,4095080,16568521,6581000,16568521,9861000,16568521,208695,7494,12867,0
C00/v03-baseline,v03-fixed-05,WITHDRAW_B,12278489,1738308,4314270,14016797,6929160,14016797,10383240,14016797,2760419,7494,12867,0
C00/v03-baseline,v03-fixed-05,pool_a_execution,14917889,,,,,,,,,,,
C00/v03-baseline,v03-fixed-05,pool_a_standard_intrinsic,1650632,,,,,,,,,,,
C00/v03-baseline,v03-fixed-05,pool_b_execution,12278489,,,,,,,,,,,
C00/v03-baseline,v03-fixed-05,pool_b_standard_intrinsic,1738308,,,,,,,,,,,
C00/v03-baseline,v03-fixed-06,WITHDRAW_A,14935989,1684772,4180430,16620761,6716168,16620761,10063752,16620761,156455,7494,12867,0
C00/v03-baseline,v03-fixed-06,WITHDRAW_B,11815711,1517352,3761880,13333063,6044424,13333063,9056136,13333063,3444153,7494,12867,0
C00/v03-baseline,v03-fixed-06,pool_a_execution,14935989,,,,,,,,,,,
C00/v03-baseline,v03-fixed-06,pool_a_standard_intrinsic,1684772,,,,,,,,,,,
C00/v03-baseline,v03-fixed-06,pool_b_execution,11815711,,,,,,,,,,,
C00/v03-baseline,v03-fixed-06,pool_b_standard_intrinsic,1517352,,,,,,,,,,,
C00/v03-baseline,v03-fixed-07,WITHDRAW_A,15096795,1711684,4247710,16808479,6822664,16808479,10223496,16808479,-31263,7494,12867,0
C00/v03-baseline,v03-fixed-07,WITHDRAW_B,12199791,1675940,4158350,13875731,6679304,13875731,10008456,13875731,2901485,7494,12867,0
C00/v03-baseline,v03-fixed-07,pool_a_execution,15096795,,,,,,,,,,,
C00/v03-baseline,v03-fixed-07,pool_a_standard_intrinsic,1711684,,,,,,,,,,,
C00/v03-baseline,v03-fixed-07,pool_b_execution,12199791,,,,,,,,,,,
C00/v03-baseline,v03-fixed-07,pool_b_standard_intrinsic,1675940,,,,,,,,,,,
C00/v03-baseline,v03-fixed-08,WITHDRAW_A,14999199,1659748,4117870,16658947,6613768,16658947,9910152,16658947,118269,7494,12867,0
C00/v03-baseline,v03-fixed-08,WITHDRAW_B,12263086,1698180,4213950,13961266,6769416,13961266,10143624,13961266,2815950,7494,12867,0
C00/v03-baseline,v03-fixed-08,pool_a_execution,14999199,,,,,,,,,,,
C00/v03-baseline,v03-fixed-08,pool_a_standard_intrinsic,1659748,,,,,,,,,,,
C00/v03-baseline,v03-fixed-08,pool_b_execution,12263086,,,,,,,,,,,
C00/v03-baseline,v03-fixed-08,pool_b_standard_intrinsic,1698180,,,,,,,,,,,
C00/v03-baseline,v03-fixed-09,WITHDRAW_A,14973862,1671364,4146910,16645226,6662920,16645226,9983880,16645226,131990,7494,12867,0
C00/v03-baseline,v03-fixed-09,WITHDRAW_B,12134834,1674232,4154080,13809066,6675208,13809066,10002312,13809066,2968150,7494,12867,0
C00/v03-baseline,v03-fixed-09,pool_a_execution,14973862,,,,,,,,,,,
C00/v03-baseline,v03-fixed-09,pool_a_standard_intrinsic,1671364,,,,,,,,,,,
C00/v03-baseline,v03-fixed-09,pool_b_execution,12134834,,,,,,,,,,,
C00/v03-baseline,v03-fixed-09,pool_b_standard_intrinsic,1674232,,,,,,,,,,,
C00/v03-baseline,v03-fixed-10,WITHDRAW_A,14852912,1651208,4096520,16504120,6581000,16504120,9861000,16504120,273096,7494,12867,0
C00/v03-baseline,v03-fixed-10,WITHDRAW_B,12486352,1778140,4413850,14264492,7093000,14264492,10629000,14264492,2512724,7494,12867,0
C00/v03-baseline,v03-fixed-10,pool_a_execution,14852912,,,,,,,,,,,
C00/v03-baseline,v03-fixed-10,pool_a_standard_intrinsic,1651208,,,,,,,,,,,
C00/v03-baseline,v03-fixed-10,pool_b_execution,12486352,,,,,,,,,,,
C00/v03-baseline,v03-fixed-10,pool_b_standard_intrinsic,1778140,,,,,,,,,,,
C00/v03-baseline,v03-fixed-11,WITHDRAW_A,14881198,1661868,4123170,16543066,6621960,16543066,9922440,16543066,234150,7494,12867,0
C00/v03-baseline,v03-fixed-11,WITHDRAW_B,12201399,1691808,4198020,13893207,6744840,13893207,10106760,13893207,2884009,7494,12867,0
C00/v03-baseline,v03-fixed-11,pool_a_execution,14881198,,,,,,,,,,,
C00/v03-baseline,v03-fixed-11,pool_a_standard_intrinsic,1661868,,,,,,,,,,,
C00/v03-baseline,v03-fixed-11,pool_b_execution,12201399,,,,,,,,,,,
C00/v03-baseline,v03-fixed-11,pool_b_standard_intrinsic,1691808,,,,,,,,,,,
C00/v03-baseline,v03-fixed-12,WITHDRAW_A,14972764,1681832,4173080,16654596,6703880,16654596,10045320,16654596,122620,7494,12867,0
C00/v03-baseline,v03-fixed-12,WITHDRAW_B,12217413,1698952,4215880,13916365,6773512,13916365,10149768,13916365,2860851,7494,12867,0
C00/v03-baseline,v03-fixed-12,pool_a_execution,14972764,,,,,,,,,,,
C00/v03-baseline,v03-fixed-12,pool_a_standard_intrinsic,1681832,,,,,,,,,,,
C00/v03-baseline,v03-fixed-12,pool_b_execution,12217413,,,,,,,,,,,
C00/v03-baseline,v03-fixed-12,pool_b_standard_intrinsic,1698952,,,,,,,,,,,
C00/v03-baseline,v03-fixed-13,WITHDRAW_A,15027962,1730828,4295570,16758790,6900488,16758790,10340232,16758790,18426,7494,12867,0
C00/v03-baseline,v03-fixed-13,WITHDRAW_B,12285973,1672280,4149200,13958253,6667016,13958253,9990024,13958253,2818963,7494,12867,0
C00/v03-baseline,v03-fixed-13,pool_a_execution,15027962,,,,,,,,,,,
C00/v03-baseline,v03-fixed-13,pool_a_standard_intrinsic,1730828,,,,,,,,,,,
C00/v03-baseline,v03-fixed-13,pool_b_execution,12285973,,,,,,,,,,,
C00/v03-baseline,v03-fixed-13,pool_b_standard_intrinsic,1672280,,,,,,,,,,,
C00/v03-baseline,v03-fixed-14,WITHDRAW_A,14970107,1692952,4200880,16663059,6748936,16663059,10112904,16663059,114157,7494,12867,0
C00/v03-baseline,v03-fixed-14,WITHDRAW_B,12066158,1606680,3985200,13672838,6400776,13672838,9590664,13672838,3104378,7494,12867,0
C00/v03-baseline,v03-fixed-14,pool_a_execution,14970107,,,,,,,,,,,
C00/v03-baseline,v03-fixed-14,pool_a_standard_intrinsic,1692952,,,,,,,,,,,
C00/v03-baseline,v03-fixed-14,pool_b_execution,12066158,,,,,,,,,,,
C00/v03-baseline,v03-fixed-14,pool_b_standard_intrinsic,1606680,,,,,,,,,,,
C00/v03-baseline,v03-fixed-15,WITHDRAW_A,14885107,1649100,4091250,16534207,6572808,16534207,9848712,16534207,243009,7494,12867,0
C00/v03-baseline,v03-fixed-15,WITHDRAW_B,12324321,1708492,4239730,14032813,6810376,14032813,10205064,14032813,2744403,7494,12867,0
C00/v03-baseline,v03-fixed-15,pool_a_execution,14885107,,,,,,,,,,,
C00/v03-baseline,v03-fixed-15,pool_a_standard_intrinsic,1649100,,,,,,,,,,,
C00/v03-baseline,v03-fixed-15,pool_b_execution,12324321,,,,,,,,,,,
C00/v03-baseline,v03-fixed-15,pool_b_standard_intrinsic,1708492,,,,,,,,,,,
C00/v03-baseline,v03-fixed-16,WITHDRAW_A,15136812,1709432,4242080,16846244,6814472,16846244,10211208,16846244,-69028,7494,12867,0
C00/v03-baseline,v03-fixed-16,WITHDRAW_B,12304222,1699420,4217050,14003642,6773512,14003642,10149768,14003642,2773574,7494,12867,0
C00/v03-baseline,v03-fixed-16,pool_a_execution,15136812,,,,,,,,,,,
C00/v03-baseline,v03-fixed-16,pool_a_standard_intrinsic,1709432,,,,,,,,,,,
