classification,price_provenance,network,payload_family,payload_kib,scenario_id,l1_base_fee_wei,l1_blob_base_fee_wei,l2_base_fee_wei,op_l1_base_fee_scalar,op_l1_blob_fee_scalar,op_da_footprint_gas_scalar,arbitrum_price_per_unit_wei,scroll_exec_scalar,scroll_blob_scalar,estimator_status,fastlz_size_bytes,op_estimated_size_scaled,op_da_footprint_gas,execution_fee_wei,l1_data_fee_wei,operator_fee_wei,total_fee_wei
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,291539952060737,0,423031952060737
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,971799840000607,0,1103291840000607
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,971799840006073,0,1103291840006073
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,971799840060737,0,1103291840060737
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,12408182400775,0,184860182400775
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,12408182407755,0,184860182407755
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,12408182477551,0,184860182477551
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,124081824000775,0,296533824000775
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,124081824007755,0,296533824007755
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,124081824077551,0,296533824077551
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,372245472000775,0,544697472000775
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,372245472007755,0,544697472007755
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,372245472077551,0,544697472077551
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,1240818240000775,0,1413270240000775
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,1240818240007755,0,1413270240007755
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,210,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,978,775511400,310000,172452000000000,1240818240077551,0,1413270240077551
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,80,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65771800000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,90,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,73929000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,110,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90286000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,116,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95179000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,120,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98448600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
